"Course (UG/PG)","Subject Area ","Catalog Number","Offering Unit/Department","Course Title","Course Description","Discipline Specific (Up to 5) - the dropdown list changes based on the Offering Unit/Department selection.","SMU Graduate Learning Outcomes","Grading Basis (e.g. Graded or Pass/Fail)","Course Attributes","Requisites"
"Postgraduate","MKTG","717","LKCSB GPO","Sustainability Marketing","In this course, we will delve into research focusing on how marketers can encourage consumers to be more environmentally sustainable in their behaviors. We will be guided by a framework for influencing consumer behaviors to be more sustainable, the SHIFT Framework. In addition, we will work toward generating our own hypotheses and proposing novel directions for research in sustainability marketing that are both academically rigorous and practically impactful. The class sessions will involve some guidance from instructor, some group discussion of articles and ideas, and some small group exercises. 

This course is designed for marketing graduate students who have some basic understanding of experimental design. 

Course Goals:
• To give participants an overview of research examining marketing and sustainability, with a focus on sustainable consumer behavior. 
• To develop participants’ ability to generate ideas for new research in sustainability marketing that makes a theoretical contribution and has practical impact
• To generate specific research hypotheses related to sustainable consumption","-","-","GRD - Graded","AREA - PhD Business Marketing Elective","No"
"Postgraduate","MKTG","718","LKCSB GPO","Marketing Strategy","This course is a doctoral seminar that focuses on marketing strategy formulation. Marketing strategy at a fundamental level has to do with how marketing concepts, tools, and processes can be used to help an organization develop a sustainable competitive advantage through the creation of superior customer value. While marketing strategy is a comparatively young field of study, substantive and sustained contributions by many of the discipline’s leading scholars over the last 30 years have helped create a rich and diverse literature base.","-","-","GRD - Graded","AREA - PhD Business Marketing Foundation","No"
"Postgraduate","MKTG","730","LKCSB GPO","Pro-Seminar in Marketing","The purpose of this course is to introduce area members’ main research topics and interests to the new PhD students. Each week, one or two faculty members will discuss their research work so as to expose new PhD students to interesting problems in the field. The key objective of this course is to jump start the matching process between students and PhD supervisors.","-","-","PNP - Pass/Fail","AREA - Not Applicable, ENRL - Disallow SS Enrollment","No"
"Undergraduate","MUSC","001","SOSS","Music: East and West","The course seeks to enable students to understand the fundamental principles that govern all music through an active and critical approach. It will provide students an opportunity to evaluate the rich heritage of Singapore in relation to the other musical cultures of the world. The course will explore issues and concerns of the world's musical cultures in the new millennium and the importance of appreciating and protecting our sonic environment.","-","-","GRD - Graded","AREA - General Education - Arts, ENRL - SS Enrolment: 6 ISEP; 1 SUSEP","No"
"Undergraduate","OBHR",".211","LKCSB","Governing, Managing and Protecting Knowledge in Organisations","The creation and management of knowledge and intellectual capital, knowledge-based work, knowledge workers etc. have become key preconditions for sustained corporate, regional or societal competitiveness in an era of rapid globalisation. Besides exploring the on-going shift towards a knowledge society/economy, the theoretical and empirical origins, definitions and domains of knowledge management (KM), its use and practical implications in terms of human resource management etc., the course will try to provide answers to the following core question: Which forms of creating and utilizing knowledge can enable both individuals and organisations to transform learning and innovative capabilities into key competencies? The course focuses on both the theoretical and applied literature on knowledge-based society/economy, knowledge work(ers) and knowledge management. Several case studies will be analysed aimed at illustrating the challenges managers experienced who tried to find answers to the issue raised above as well as to outline the benefits and consequences of ‘good’ KM.","Business Acumen, Knowledge Management, Learning and Development, People and Performance Management","Disciplinary knowledge, Critical thinking & problem solving, Innovation and enterprising skills, Collaboration and leadership, Communication, Understanding of global and Asian perspectives, Self-directed learning","GRD - Graded","AREA - Business Options, AREA - Business-Oriented Electives/IS Options, AREA - Econ Major Rel/Econ Options, AREA - Org Behaviour & HR Major, AREA - Public Pol & Public Mgmt Major, AREA - Social Sciences/PLE Major-related, AREA - Technology & Entrepreneurship, AREA - Technology Studies Cluster, ENRL - SS Enrolment: 6 ISEP; 1 SUSEP, TRCK - Culture, Org & Behaviour Track (Business)","No"
"Undergraduate","OBHR",".212","LKCSB","Cross-Cultural Management & the Management of Diversity","With an increasingly globalized economy, managing employees of different cultural background becomes an imperative in organizations. This module takes the approach of understanding how culture differs and impacts on our interactions at the workplace. The course is broadly structured to enable an understanding of (a) cultures, (b) within culture differences, (c) between culture differences with an emphasis on how these similarities and differences impact workplace interactions. Case studies, role plays and self assessments will be used to provide students with both an academic and practical foundation in this area.","Diversity and Inclusion Management, Labour Relations Management","Multidisciplinary knowledge, Intercultural understanding and sensitivity, Understanding of global and Asian perspectives","GRD - Graded","AREA - Business Options, AREA - Business-Oriented Electives, AREA - Econ Major Rel/Econ Options, AREA - Globalisation Cluster, AREA - Org Behaviour & HR Electives, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 4 ISEP; 1 SUSEP, TRCK - Culture, Org & Behaviour Track (Business)","No"
"Undergraduate","OBHR",".217","LKCSB","Leadership Skills & Practices","This course is designed to help students understand the critical role that leadership plays in the success of organizations. In addition, we will discuss what leadership is, how it is best assessed and the different techniques to foster leadership development. Special focus will be placed on how leadership theories and research can lead to practical and lasting benefits to organizations. Students will also be encouraged to reflect on their own leadership styles and to consider how they can improve their effectiveness as current and future leaders.","-","-","GRD - Graded","AREA - Business Options, AREA - Business-Oriented Electives, AREA - Career Skills, AREA - Econ Major Rel/Econ Options, AREA - Org Behaviour & HR Electives, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 4 ISEP; 1 SUSEP, TRCK - Culture, Org & Behaviour Track (Business)","No"
"Undergraduate","OBHR",".218","LKCSB","Negotiation Skills for Business","Negotiation is the art and science of securing agreements between parties who are interdependent, are seeking to maximize their own outcomes, and may or may not be interested in developing or preserving a close relationship. This course is designed to be relevant to the broad spectrum of negotiation problems faced by managers and professionals. A basic premise of this course is that while any manager or professional needs analytical skills to discover optimal solutions to problems, negotiation skills are usually needed to get these solutions accepted and implemented. This course provides participants with conceptual and analytical tools for analyzing and planning their negotiations. It also provides participants with simulated negotiation experiences that allow them to develop their negotiating skills, and to understand how the conceptual and analytical tools can be used in practice.","-","-","GRD - Graded","AREA - Business Options, AREA - Business-Oriented Electives, AREA - Career Skills, AREA - Econ Major Rel/Econ Options, AREA - Org Behaviour & HR Electives, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 4 ISEP; 1 SUSEP, RQCX - LAW403, RQCX - LGST220, RQCX - OBHR.222/COR-OBHR.1309, TRCK - Culture, Org & Behaviour Track (Business)","Yes"
"Undergraduate","OBHR",".221","LKCSB","Managerial Decision Making","The course provides participants with conceptual and analytical tools for analyzing decision situations, dealing with uncertainty, choosing options, and implementing decisions. It also highlights common decision biases and traps and shows how they can be avoided. The quality of decision making determines whether a company rides the waves of success or falters. Good decision making is an art and a skill that helps managers to choose and implement the right actions to achieve organizational goals in the face of uncertainty. Good decision making considers not only economic perspectives, but a broad spectrum of objectives to ensure decisions make ethical and business sense. This course is designed to be relevant to a broad spectrum of decision making situations faced by managers and other professionals.","-","-","GRD - Graded","AREA - Business Options, AREA - Business-Oriented Electives, AREA - Career Skills, AREA - Econ Major Rel/Econ Options, AREA - Org Behaviour & HR Electives, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 6 ISEP; 1 SUSEP, TRCK - Culture, Org & Behaviour Track (Business)","No"
"Undergraduate","OBHR",".225","LKCSB","Technology Solutions for Human Resources","The use of technology to facilitate and enhance Human Resource Development and Management is becoming commonplace. This course is a study on how technology can be used strategically to benefit HRM/HRD in the workplace. Using a multi-disciplinary approach, this course covers how technology is used in each step of the HR Life Cycle from recruitment to performance management to resignation and retirement. When deployed strategically to enhance the HRM/HRD function, technology solutions and off-the-shelf software can bring immense value to the company, government organization and NGO. It helps the organization increase productivity, reduce costs, and improves employee morale and job satisfaction. 

In line with digital transformation, this course aims to explore how to use various digital technologies and digital platforms (e.g., SaaS) to support the various HRIS functions with the aim of helping HR practitioners achieve most cost-effective HRIS implementations.

In addition to the use of technology to support the HRM/HRD function, this course also aims to cover the use of HR analytics to provide an organization with insights for effectively managing employees so that business goals can be reached. The module will also cover the deployment of technology for best-practice HR, and in-sourcing and outsourcing of HR functions, including some of the latest technology tools like chatbots that are deployed for HR work. Examples from actual HRM/HRD mini case studies will be covered to provide a practice-oriented approach to students; some of these examples are especially relevant to the latest global advancements as companies implement more technology projects in robotics and Artificial Intelligence, and as countries battle Covid-19 (e.g., WFH policies).","Employer Branding, Human Resource Analytics and Insights, Human Resource Digitalisation, Human Resource Strategy Formulation, Leadership Development","Multidisciplinary knowledge, Critical thinking & problem solving, Collaboration and leadership, Communication","GRD - Graded","AREA - Advanced Business Technology Major, AREA - Business Options, AREA - Business-Oriented Electives, AREA - Digital Business Electives, AREA - Econ Major Rel/Econ Options, AREA - IS Related Courses, AREA - Org Behaviour & HR Electives, AREA - Social Sciences/PLE Major-related, AREA - Technology & Entrepreneurship, ENRL - SS Enrolment: 4 ISEP; 1 SUSEP, RQCP - OBHR101, TRCK - Culture, Org & Behaviour Track (Business)","Yes"
"Undergraduate","OBHR",".227","LKCSB","Managing Work-life Balance – Myth or Reality?","We live in a fast paced and globalised world.  Singapore was ranked 90th out of 151 countries in the Happiness Index in 2012 dropping from its 49th position in 2009.  Employees in Singapore work the longest number of hours among top cities in the world and are stressed and overworked.  People in Singapore are calling for a better work-life balance, with more time for self and family.  Companies, on the other hand, are constantly faced with fierce competition and, recently, the labour “squeeze” (due to the recent tightening of foreign labour).  The challenge for HR managers and employers is to find an amicable balance to meet the needs of employees and yet help the company stay competitive.  Is this possible? How can companies attract, develop and retain the right talent?  What are the issues involved and how do people cope with multiple roles and demands? What are the services, schemes and networks that companies and employees can leverage on for support and direction?  What can employees do to manage life changes? How can employees better manage time, resources and stress effectively?  What are some of the tools and experiences they can draw on?","Benefits Management","Disciplinary knowledge","GRD - Graded","AREA - Business Options, AREA - Business-Oriented Electives/IS Options, AREA - Career Skills, AREA - Econ Major Rel/Econ Options, AREA - General Education, AREA - Org Behaviour & HR Major, AREA - Social Sciences/PLE Major-related, ENRL - Open to Undergraduates only","No"
"Undergraduate","OBHR","101","LKCSB","Management of People at Work","This course focuses on managing people in the workplace. Students learn theoretical and conceptual foundations for understanding people, groups, and organizations, and practical tools for accomplishing personal, group, and organizational objectives with a long term view to creating a sustainable and ethical environment for the individual to thrive and flourish. Topics include leadership, work motivation, individual differences, work values, attitudes, emotions, decision making, organizational culture, organizational change, among others.","Change Management, Conflict Management, Labour Relations Management, Management Decision Making, Team Effectiveness Management","Multidisciplinary knowledge, Collaboration and leadership, Communication, Intercultural understanding and sensitivity, Understanding of global and Asian perspectives","GRD - Graded","AREA - 2nd Major Only - Entrepreneurship, AREA - Accounting Core (Intake 2019 onwards), AREA - Business Core (Intake 2018 and earlier), AREA - Business Core (Intake 2019 onwards), AREA - Business Subjects, AREA - Business-Oriented Electives, AREA - Econ Major Rel/Econ Options, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: Open from BOSS 2","No"
"Undergraduate","OBHR","201","LKCSB","Human Capital Management","The course enables you to discover the challenging and competitive world of Human Capital Management. This learning experience will provide you with a broad understanding of basic Human Resource knowledge, skills and practices. Students will learn the concepts, processes and issues involved in implementation and decision making in the topical areas such as Talent Acquisition (planning, job analysis, recruitment and selection) Rewards (compensation, benefits, performance appraisal) and Development (training and development, career planning).","Human Resource Digitalisation, Human Resource Strategy Formulation, Selection Management, Strategic Human Resource Management, Strategic Workforce Planning","Interdisciplinary knowledge, Critical thinking & problem solving, Collaboration and leadership, Communication, Intercultural understanding and sensitivity, Ethics and social responsibility","GRD - Graded","AREA - Business Options, AREA - Business-Oriented Electives, AREA - Econ Major Rel/Econ Options, AREA - Org Behaviour & HR Core, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 4 ISEP; 1 SUSEP, RQCX - MGMT202, TRCK - Culture, Org & Behaviour Track (Business)","Yes"
"Undergraduate","OBHR","202","LKCSB","Compensation","This course examines the current practices, beliefs, and principles on how organisations decide on their total rewards strategy. Aside from providing a core base of knowledge, the course will also provide practical perspectives in performance management and compensation. The course looks into fixed compensation and also examines models of variable compensation and their linkages to performance management. The course provides an opportunity for the student to learn how compensation is structured and how the concept of “pay for performance” can work across different industries. 

The course includes methods of job evaluation for determining pay grades/scales, incentive-based pay approaches (including short- and long-term incentives, sales compensation and executive compensation), and international compensation. It also touches on performance management tools and implementation of performance management challenges in organizations.","Benefits Management, Compensation Management","Multidisciplinary knowledge, Interdisciplinary knowledge, Critical thinking & problem solving","GRD - Graded","AREA - Business Options, AREA - Business-Oriented Electives, AREA - Econ Major Rel/Econ Options, AREA - Org Behaviour & HR Electives, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 4 ISEP; 1 SUSEP, RQCP - MGMT202/OBHR201, TRCK - Culture, Org & Behaviour Track (Business)","Yes"
"Undergraduate","OBHR","203","LKCSB","Talent Acquisition and Assessment","This course focuses on the attraction, recruitment, selection, and assessment of talent into organizations. This course is designed to provide students with a broad overview of these fields by exposing them to a variety of relevant theories, concepts, findings, unresolved issues, and recent trends. An organizing theme, which cuts across the diverse topic areas covered in this course, is the commitment to empirical evidence that currently characterize the fields of human resource management and organizational behaviour. Students will learn how to use effective talent acquisition and talent assessment approaches to achieve sustained competitive advantage for organizations. They will also learn to critically evaluate recent talent acquisition and talent assessment trends.","Diversity and Inclusion Management, Employee Engagement Management, Human Resource Analytics and Insights, Selection Management, Talent Management","Critical thinking & problem solving, Communication","GRD - Graded","AREA - Business Options, AREA - Business-Oriented Electives, AREA - Econ Major Rel/Econ Options, AREA - Org Behaviour & HR Electives, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 4 ISEP; 1 SUSEP, RQCP - MGMT202/OBHR201, TRCK - Culture, Org & Behaviour Track (Business)","Yes"
"Undergraduate","OBHR","204","LKCSB","Training & Development","This course introduces students to the theories, application and skills development aspects of Training and Development. Students will learn how to assess, design, develop, implement and evaluate a training program. In this regard, basic concepts of training, including total needs assessment, trainees’ learning motivations, learning and transfer theories as well as evaluation methods will be covered. The course also aims to give an understanding of how Training and Development is integrated into the overall organizational strategy. 
From an application point of view, students will get to design, develop and evaluate their own training programs. Finally, they will develop training skills through conducting a training session.","Knowledge Management, Leadership Development, Learning and Development, Strategic Human Resource Management, Talent Management","Disciplinary knowledge, Collaboration and leadership, Communication, Intercultural understanding and sensitivity, Self-directed learning","GRD - Graded","AREA - Business Options, AREA - Business-Oriented Electives, AREA - Econ Major Rel/Econ Options, AREA - Org Behaviour & HR Electives, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 4 ISEP; 1 SUSEP, RQCP - MGMT202/OBHR201, TRCK - Culture, Org & Behaviour Track (Business)","Yes"
"Undergraduate","OBHR","213","LKCSB","Decision Making","Individual and group decision making, creative decision making techniques and abilities, decision biases and errors.","-","-","GRD - Graded","AREA - Business Options, AREA - Business-Oriented Electives/IS Options, AREA - Econ Major Rel/Econ Options, AREA - Org Behaviour & HR Major, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 6 ISEP; 1 SUSEP, TRCK - Culture, Org & Behaviour Track (Business)","No"
"Undergraduate","OBHR","214","LKCSB","Managing with Power","Understanding and mapping the political landscape of an organisation, strategies for selling issues within an organisation, principles and tactics of influencing others within an organisation.","-","-","GRD - Graded","AREA - Business Options, AREA - Business-Oriented Electives/IS Options, AREA - Econ Major Rel/Econ Options, AREA - Org Behaviour & HR Major, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 6 ISEP; 1 SUSEP, TRCK - Culture, Org & Behaviour Track (Business)","No"
"Undergraduate","OBHR","215","LKCSB","Organisational Change & Design","This course looks at how different organizational design choices facilitate or impede the achievement of organizational goals in the midst of ongoing market competition. It also highlights the need to initiate and manage ongoing and proactive organizational change programs to transform or sustain the organization.    
This module is valuable for students interested in pursuing a career in Human Resource Development or Organizational Development as it enables them to learn how to design an effective organization structure and culture as well as carry out planned organizational changes.","Business Ethics and Values Management, Change Management, Employee Engagement Management, Organisational Design","Disciplinary knowledge, Multidisciplinary knowledge, Collaboration and leadership, Communication, Ethics and social responsibility","GRD - Graded","AREA - Business Options, AREA - Business-Oriented Electives, AREA - Econ Major Rel/Econ Options, AREA - Org Behaviour & HR Electives, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 4 ISEP; 1 SUSEP, TRCK - Culture, Org & Behaviour Track (Business)","No"
"Undergraduate","OBHR","216","LKCSB","Theory & Practice of Consulting","Role of internal and external consultants and experts in a knowledge economy; definition, nature and evolution of consulting as a profession, stages of the consulting process; consulting / project management skills; types of management consulting projects; auditing clients’ business capabilities; frameworks and problem-solving approaches; marketing and negotiating with clients, ethics in consulting.","-","-","GRD - Graded","AREA - Business Options, AREA - Business-Oriented Electives/IS Options, AREA - Econ Major Rel/Econ Options, AREA - Org Behaviour & HR Major, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 6 ISEP; 1 SUSEP, TRCK - Culture, Org & Behaviour Track (Business)","No"
"Undergraduate","OBHR","219","LKCSB","Contemporary Theories of Leadership","This special topics elective course will pick up where most leadership courses end.  We will go beyond traditional leadership theories to examine recent research and theory on various leadership topics.  We will be reading from primary source outlets (e.g., journal articles, edited book chapters) on cutting edge topics in leadership and its development.  Beginning with an examination of leaders and their impact (e.g., impact on followers as well as on performance) we will focus on topics such as destructive leadership, change leadership, leadership development, team learning, and meaning-making.  The capstone experience in the course will involve designing and presenting a leadership development program for a financial services company based on a case study that we will read.

There are three basic learning objectives of the course: (a) To help develop critical thinking and reasoning skills about leadership research and theory; (b) to improve reading comprehension skills in “making sense” of scholarly research; and (c) to challenge your existing thinking about the meaning, practice, and development of leadership.  An overarching objective is to encourage participants’ “ownership” and control of their educational experience as a way to enhance deep learning about the topics covered in the readings and discussion.","Benefits Management","Disciplinary knowledge","GRD - Graded","AREA - Business Options, AREA - Business-Oriented Electives/IS Options, AREA - Econ Major Rel/Econ Options, AREA - Org Behaviour & HR Major, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 6 ISEP; 1 SUSEP, RQCP - OBHR101, TRCK - Culture, Org & Behaviour Track (Business)","Yes"
"Undergraduate","OBHR","220","LKCSB","Working and Leading in High-Performance Teams","In modern organizations, most work is accomplished in teams. Importantly, teams are not only the work horses of organizations, but they are increasingly used to tackle the most important and strategic issues facing organizations.  Teams are charged with making important decisions, developing innovations, and solving complex problems. Thus, being able to develop and maintain high-performance teams is a crucial success factor for organizations. For individuals, their value to an organization depends to a large extend on how well they function as members and leaders of teams. Importantly team leadership is increasingly expected from all members of a team, rather than being tied to a specific official role; and team roles are becoming more and more fluid and situational. Moreover, organizations employ various types of teams, such as virtual teams, calling for increasing sophistication from their employees. The purpose of this course is to expose students to these issues and to make them familiar both with research and theory on teams as well as to increase their competency to work and lead in teams. Topics include team performance, team development, team innovation, team decision making, conflict in teams, and types of teams.","-","-","GRD - Graded","AREA - Business Options, AREA - Business-Oriented Electives, AREA - Econ Major Rel/Econ Options, AREA - Org Behaviour & HR Electives, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 6 ISEP; 1 SUSEP, TRCK - Culture, Org & Behaviour Track (Business)","No"
"Undergraduate","OBHR","224","LKCSB","Human Capital Strategy","This course introduces you to the importance of implementing business strategies through people strategies. The pedagogy of the course is designed to develop your practical perspective on Human Capital Strategy and its critical importance for the success of an organization. We will explore Human Capital practices and processes through three amalgamated approaches.
 
• Academic knowledge- We will understand the concepts of different strategic models to drive business growth. You will learn the various aspects of culture, structure, compensation, talent, and leadership that shape the human capital strategy of the organizations.
 
• Business Insights- We will analyze latest events, unicorns, business case studies and articles to appreciate the changing business landscape. You will get opportunities to interact with established business/HR leaders to share the industry insights during the module.
 
• Action Learning- We will engage in the Human Capital Challenge (HCC) strategic business simulation game to help you learn by doing. You will make decisions based on human capital concepts and various market conditions to improve your own company performance.","Change Management, Management Decision Making, People and Performance Management, Strategic Human Resource Management, Talent Management","Multidisciplinary knowledge, Critical thinking & problem solving, Collaboration and leadership, Communication, Intercultural understanding and sensitivity","GRD - Graded","AREA - Business Options, AREA - Business-Oriented Electives, AREA - Econ Major Rel/Econ Options, AREA - Org Behaviour & HR Electives, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 6 ISEP; 1 SUSEP, RQCP - MGMT202/OBHR201, TRCK - Culture, Org & Behaviour Track (Business)","Yes"
"Undergraduate","OBHR","226","LKCSB","Strategic HR Transformation, Analytics and HR Metrics","The professional practice of HR has evolved from personnel management to HRM & HRD, to Human Capital Management, and now to Talent Management. Today, with the increasing popularity of social media and Web 2.0 / 3.0, HR practice continues to evolve; a recent development is the newly coined role of Chief HR Officer (CHRO).

Using outsourcing and best practices, the HCM and Talent Management approach frees up the time and resources of senior HR professionals so that they can move from operational HR issues to focus on strategic HR issues and HR transformation.

Several well-known authors and institutions have also developed frameworks related to Workforce 2020, describing the skills needed in less than ten years’ time. These new competencies have to be within sight of HR professionals as part of the HR transformation work.","Benefits Management","Disciplinary knowledge","GRD - Graded","AREA - Business Options, AREA - Business-Oriented Electives/IS Options, AREA - Econ Major Rel/Econ Options, AREA - Org Behaviour & HR Major, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 6 ISEP; 1 SUSEP, RQCP - OBHR101/OBHR201, TRCK - Culture, Org & Behaviour Track (Business)","Yes"
"Undergraduate","OBHR","228","LKCSB","The Psychology of Managerial Decision Making","The quality of decision making determines whether a company rides the waves of success or falters. Good decision making is an art and a skill that helps managers to choose and implement the right actions to achieve organizational goals in the face of uncertainty. To make effective decisions, managers and leaders need to use suitable decision strategies. This course focuses on familiarizing you with the foundations of descriptive and prescriptive aspects of managerial decision making. Topics include information processing, heuristics, decision frames, risk and uncertainty, intuition and expertise, leadership, and strategic decision making.","Business Acumen, Business Negotiation, Labour Relations Management, Management Decision Making, Team Effectiveness Management","Interdisciplinary knowledge, Critical thinking & problem solving, Innovation and enterprising skills, Communication, Understanding of Sustainability Issues","GRD - Graded","AREA - Business Options, AREA - Business-Oriented Electives, AREA - Econ Major Rel/Econ Options, AREA - Org Behaviour & HR Electives, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 6 ISEP; 1 SUSEP, RQCX - OBHR221, TRCK - Culture, Org & Behaviour Track (Business)","Yes"
"Undergraduate","OBHR","229","LKCSB","Talent Management","The course enables you to discover the astonishing world of Talent Management. With the basic knowledge obtained from Human Capital Management and Managing People at Work, this module will provide you with an advanced understanding of a big part of Human Resource Management. Students will delve deeper into the practical aspects of talent management and understand how IT and social media can play a significant role in enabling how HR processes and systems can be managed.  The course will provide a strategic overview of fundamental people management challenges.  Targeted application of IT and social media in recruitment and selection, managing new entrants, compensation considerations and improving overall retention will be studied in detail.  More attention will be focused on the impact of employer branding, succession planning and employee separation; i.e. dismissal, retirement and redundancy.","Benefits Management","Disciplinary knowledge","GRD - Graded","AREA - Business Options, AREA - Business-Oriented Electives/IS Options, AREA - Econ Major Rel/Econ Options, AREA - Org Behaviour & HR Major, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 4 ISEP; 1 SUSEP, RQCP - OBHR201","Yes"
"Undergraduate","OBHR","230","LKCSB","Seminar with Chief Human Resource Officers and Human Resource Practitioners","This course is designed to give students opportunities to interact with about 10 CHROs/regional heads of HR/ HR Directors during the semester. The invited speakers will come from a myriad of backgrounds so as to provide diversity in views and unique environmental circumstances. They will each share their views on the challenges that their respective organizations/companies face in human capital management issues. Following each sharing session, class will discuss the learnings from the speakers and reflect against what they have learnt from their earlier HR modules.  Alternative solutions will be mooted that may solve the challenges faced by the different speakers.  The students will be expected to individually reflect and pen down their personal thoughts on the matters discussed. Experiential based learning activities will also be introduced to allow students to exercise their ability to size challenges and choose a course of action based on the deemed environmental circumstances.","Benefits Management","Disciplinary knowledge","GRD - Graded","AREA - Business Options, AREA - Business-Oriented Electives, AREA - Econ Major Rel/Econ Options, AREA - Org Behaviour & HR Electives, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 6 ISEP; 1 SUSEP, RQCP - MGMT202/OBHR201","Yes"
"Undergraduate","OBHR","231","LKCSB","The Mosaic of Leadership","Leadership is a highly sought-after and highly valued capability in business today. This course is designed to help students recognize and consider such questions as: “What makes a good leader?” “How do people become better leaders?” and “What should I do to become the leader I want to be?” We will explore the ever-changing mosaic of leadership to consider the theories, practices, and examples of leadership all around us. Students will have a unique opportunity to complete a leadership profile and reflect on their own leadership styles and behaviors. This course is designed to help prepare students as future business leaders who are well equipped to address the challenges of leadership.","Human Resource Strategy Formulation, Leadership Development, Management Decision Making, Strategic Human Resource Management","Interdisciplinary knowledge, Critical thinking & problem solving, Collaboration and leadership, Communication","GRD - Graded","AREA - Business Options, AREA - Business-Oriented Electives/IS Options, AREA - Econ Major Rel/Econ Options, AREA - Org Behaviour & HR Major, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 4 ISEP; 1 SUSEP, TRCK - Culture, Org & Behaviour Track (Business)","No"
"Undergraduate","OBHR","232","LKCSB","Employment Law for Business Professionals","As a business professional, a firm understanding of employment law is crucial for driving business outcomes. At the minimum, this ensures that your legal obligations surrounding employees are always met. Yet, its importance extends far beyond legal compliance – employment law considerations are also vital in informing strategic management decisions across key areas, from workforce planning (e.g. cross-border recruitment, restructuring/downsizing), ESG performance (e.g. managing diversity and inclusion, workplace safety, grievances), risk management (e.g. protecting company assets, managing dispute resolution), stakeholder relations (e.g. managing unions), to expansion into new markets (e.g. navigating local laws).

In this regard, this course is designed to impart to you an understanding of the employment law regime in Singapore. You will acquire an awareness of the employment landscape and key employment-related laws in Singapore. You will learn to identify and address key issues that impact employment and affect employment relationships. You will develop a working understanding of the key ‘buckets’ of employment law, from hiring, managing, terminating, to post-termination matters. You will develop an appreciation of how these legal requirements not only apply to daily operational issues, but also how they form the crucial basis for higher-level strategic management decisions. You will hence study requirements and issues relating to the following non-exhaustive list of topics:

•	Hiring employees, including looking at fair hiring guidelines on non-discriminatory and ‘locals-first’ policies in Singapore; and hiring of foreign manpower; 
•	Managing employees, including looking at employers’ and employees’ rights and obligations under law; employment contracts, including what they comprise and how they govern an employment relationship; and workplace safety and health matters, an area under significant scrutiny following COVID-19;
•	Terminating employees, including whether and how employees can be dismissed from the workplace; how retrenchment exercises work; and the respective pitfalls; 
•	Industrial relations, including how they affect the hiring, managing and termination phases of the employment relationship; and
•	Post-termination concerns, including confidentiality and non-competition/solicitation obligations.  

Through the course, you will be exposed to the different sources of employment law, including legislation, case law, tripartite guidelines, advisories issued by the Ministry of Manpower, amongst others. You will understand how the tripartite relationship between the Government, employers and unions work and affect these. In this respect, this is a very grounded course, which will require you to develop a clear understanding of the employment legal regime and then think practically on how to anticipate, manage, and navigate employment issues, as well as apply them to broader organizational objectives. 

This course will be especially pertinent to students aspiring to careers as a HR professional or in management. In either role, a firm grasp of employment law means that you will be able to proactively identify and flag potential issues, hence becoming a valued strategic partner to your employer. The course will also be relevant to students who are interested in consulting work or business in general.","Employee and Labour Relations, Knowledge Management, Management Decision Making, Strategic Human Resource Management","Multidisciplinary knowledge, Critical thinking & problem solving, Communication","GRD - Graded","AREA - Business Options, AREA - Business-Oriented Electives, AREA - Econ Major Rel/Econ Options, AREA - Legal Studies Related, AREA - Org Behaviour & HR Electives, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 4 ISEP; 1 SUSEP, RQCP - OBHR101/OBHR201, TRCK - Culture, Org & Behaviour Track (Business)","Yes"
